Name,latitude,longitude,family,20A Fusion of Selected Inflectional Formatives,21A Exponence of Selected Inflectional Formatives,21B Exponence of Tense-Aspect-Mood Inflection,22A Inflectional Synthesis of the Verb,23A Locus of Marking in the Clause,24A Locus of Marking in Possessive Noun Phrases,25A Locus of Marking: Whole-language Typology,25B Zero Marking of A and P Arguments,27A Reduplication,28A Case Syncretism,29A Syncretism in Verbal Person/Number Marking,30A Number of Genders,34A Occurrence of Nominal Plurality,39A Inclusive/Exclusive Distinction in Independent Pronouns,40A Inclusive/Exclusive Distinction in Verbal Inflection,41A Distance Contrasts in Demonstratives,42A Pronominal and Adnominal Demonstratives,44A Gender Distinctions in Independent Personal Pronouns,45A Politeness Distinctions in Pronouns,47A Intensifiers and Reflexive Pronouns,48A Person Marking on Adpositions,51A Position of Case Affixes,52A Comitatives and Instrumentals,54A Distributive Numerals,55A Numeral Classifiers,58A Obligatory Possessive Inflection,59A Possessive Classification,61A Adjectives without Nouns,63A Noun Phrase Conjunction,65A Perfective/Imperfective Aspect,66A The Past Tense,67A The Future Tense,68A The Perfect,69A Position of Tense-Aspect Affixes,70A The Morphological Imperative,72A Imperative-Hortative Systems,73A The Optative,76A Overlap between Situational and Epistemic Modal Marking,77A Semantic Distinctions of Evidentiality,79A Suppletion According to Tense and Aspect,NumBlanks
Anywa,8,33.5,Eastern Sudanic,,,,,,,,,,,,,,,,3 Three-way contrast,2 Different stem,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,4 Mixed type,,,,,,,36
Ao,26.58333333,94.66666667,Sino-Tibetan,,,,,,,,,,,,,,,,2 Two-way contrast,1 Identical,,,,,6 Postpositional clitics,,,,,,,,,,,,2 Tense-aspect suffixes,4 Second person number-neutral,,,,,,35
Mufian,-3.5,143,Torricelli,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,1 Tense-aspect prefixes,,,,,,,38
Arabic (Palestinian),32,35.25,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 No second-person imperatives,,,,,,39
Apache (Chiricahua),33.25,-108,Na-Dene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Indirect only,,39
Ampeeli,-6.75,146.0833333,Trans-New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Apinayé,-5.5,-48,Macro-Ge,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,,2 Second singular,,,,,,37
Apache (Jicarilla),36.58333333,-104,Na-Dene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
A-Pucikwar,12.16666667,92.83333333,Great Andamanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Apalaí,0,-54,Cariban,,,,,,,,,1 Productive full and partial reduplication,,,,,,,3 Three-way contrast,1 Identical,,,,,9 No case affixes or adpositional clitics,,,,,,,2 'And' identical to 'with',,,,,2 Tense-aspect suffixes,1 Second singular and second plural,4 Neither type of system,2 Inflectional optative absent,,3 Direct and indirect,,30
Apatani,27.5,93.75,Sino-Tibetan,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,2 Tense-aspect suffixes,4 Second person number-neutral,,,,,,37
Apurinã,-9,-67,Arawakan,1 Exclusively concatenative,5 No case,1 monoexponential TAM,4 6-7 categories per word,1 Head marking,1 Head marking,1 Head-marking,2 Non-zero marking,3 No productive reduplication,1 No case marking,3 Not syncretic,2 Two,"6 All nouns, always obligatory",3 No inclusive/exclusive,3 No inclusive/exclusive,2 Two-way contrast,1 Identical,3 3rd person singular only,1 No politeness distinction,2 Differentiated,1 No adpositions,6 Postpositional clitics,,,1 Absent,2 Absent,1 No possessive classification,,,2 No grammatical marking,4 No past tense,1 Inflectional future exists,4 No perfect,2 Tense-aspect suffixes,3 Second plural,4 Neither type of system,2 Inflectional optative absent,,2 Indirect only,4 None,5
Apache (Western),33.75,-110,Na-Dene,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,1 Tense-aspect prefixes,,,,,,,38
Arawak,5.5,-55.16666667,Arawakan,,,,,,,,,,,,,"5 All nouns, optional in inanimates",,,,,3 3rd person singular only,,,3 Pronouns only,9 No case affixes or adpositional clitics,,,1 Absent,,,4 Marked by suffix,,,,,,2 Tense-aspect suffixes,,,,,,,33
Arabela,-2,-75.16666667,Zaparoan,,,,,,,,,,,,,,,,,,,,,,,,,1 Absent,,,,,,,,,,,,,,,,39
Archi,42,46.83333333,Nakh-Daghestanian,,,,,,,,,,,,4 Four,,,,,,,,,,1 Case suffixes,,,,,,,1 'And' different from 'with',,,,,2 Tense-aspect suffixes,,,1 Inflectional optative present,,2 Indirect only,,34
Arandai,-2.083333333,133,Marind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Second singular and second plural,,,,,,39
Arabic (Gulf),26,49,Afro-Asiatic,,,,,,,,,,,,2 Two,,,,2 Two-way contrast,2 Different stem,,,1 Identical,,9 No case affixes or adpositional clitics,2 Differentiation,,,,,,,,,,,4 Mixed type,1 Second singular and second plural,,,2 Overlap for either possibility or necessity,2 Indirect only,,30
Arabic (Hijazi),26,38,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Aribwatsa,-6.716666667,147,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Tense-aspect prefixes,,,,,,,39
Arabic (Kuwaiti),29.5,47.5,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Araki,-15.66666667,166.9166667,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 No second-person imperatives,1 Maximal system,,,,,38
Arabic (Lebanese),34,36,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Armenian (Eastern),40,45,Indo-European,,,,2 2-3 categories per word,,,,,2 Full reduplication only,3 Core and non-core,3 Not syncretic,1 None,"6 All nouns, always obligatory",3 No inclusive/exclusive,3 No inclusive/exclusive,,,6 No gender distinctions,2 Binary politeness distinction,1 Identical,2 No person marking,1 Case suffixes,2 Differentiation,7 Marked by mixed or other strategies,1 Absent,2 Absent,1 No possessive classification,,1 'And' different from 'with',1 Grammatical marking,"1 Present, no remoteness distinctions",2 No inflectional future,3 Other perfect,2 Tense-aspect suffixes,1 Second singular and second plural,4 Neither type of system,2 Inflectional optative absent,2 Overlap for either possibility or necessity,,3 Tense and aspect,11
Arabic (Borno Nigerian),8.583333333,12.41666667,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Arosi,-10.25,161.3333333,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,1 Absent,,,,,,,,,5 No tense-aspect inflection,,,,,,,38
Arapesh (Mountain),-3.466666667,143.1666667,Torricelli,1 Exclusively concatenative,5 No case,1 monoexponential TAM,3 4-5 categories per word,1 Head marking,2 Dependent marking,5 Inconsistent or other,2 Non-zero marking,1 Productive full and partial reduplication,1 No case marking,3 Not syncretic,5 Five or more,,3 No inclusive/exclusive,3 No inclusive/exclusive,2 Two-way contrast,1 Identical,"2 3rd person only, but also non-singular",1 No politeness distinction,,1 No adpositions,9 No case affixes or adpositional clitics,2 Differentiation,,,2 Absent,1 No possessive classification,,,2 No grammatical marking,4 No past tense,1 Inflectional future exists,4 No perfect,1 Tense-aspect prefixes,1 Second singular and second plural,4 Neither type of system,2 Inflectional optative absent,,1 No grammatical evidentials,4 None,7
Arabic (Iraqi),33,44,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,7 Prepositional clitics,,,,,,,,,,,,4 Mixed type,,,,,,,38
Arrernte,-24,134,Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,,2 Differentiation,,,,,,,,,,,,,,,,,,39
Arabic (San'ani),16,44,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,1 No distributive numerals,,,,,,,,,,,1 Second singular and second plural,,,,,,38
Arabic (Negev),30.5,34.75,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Armenian (Western),38.5,43.5,Indo-European,,,,,,,,,2 Full reduplication only,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,2 Indirect only,,36
'Are'are,-9.25,161.1666667,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Armenian (Iranian),32.66666667,51.66666667,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,2 Optional,,,,,,,,,,,,,,,,39
Adyghe (Shapsugh),45,38.75,Northwest Caucasian,,,,5 8-9 categories per word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
American Sign Language,39,-78,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Asmat,-5.5,138.5,Trans-New Guinea,1 Exclusively concatenative,5 No case,1 monoexponential TAM,3 4-5 categories per word,1 Head marking,4 No marking,5 Inconsistent or other,2 Non-zero marking,1 Productive full and partial reduplication,1 No case marking,3 Not syncretic,1 None,,3 No inclusive/exclusive,3 No inclusive/exclusive,4 Four-way contrast,,6 No gender distinctions,1 No politeness distinction,1 Identical,2 No person marking,9 No case affixes or adpositional clitics,,,,1 Exists,2 Two classes,,1 'And' different from 'with',2 No grammatical marking,"2 Present, 2-3 remoteness distinctions",1 Inflectional future exists,3 Other perfect,2 Tense-aspect suffixes,4 Second person number-neutral,4 Neither type of system,2 Inflectional optative absent,3 No overlap,2 Indirect only,4 None,6
Altai (Southern),51,87,Altaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Inflectional optative absent,,,,39
Assamese,26,93,Indo-European,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,1 Case suffixes,,2 Marked by reduplication,3 Obligatory,,,,,,,,,2 Tense-aspect suffixes,,,,,,,35
Asturian,43.25,-6,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Asuriní,-3.5,-49.5,Tupian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Arabic (Syrian),34,38,Afro-Asiatic,,,,,,,,,1 Productive full and partial reduplication,,,2 Two,,,,,,,,,,7 Prepositional clitics,,,,,,,,,,,,4 Mixed type,,,,,,,36
Atayal,24.5,121.3333333,Austronesian,,,,,,,,,,,,,,,,,,6 No gender distinctions,,,2 No person marking,9 No case affixes or adpositional clitics,,1 No distributive numerals,1 Absent,,,,,,,,,4 Mixed type,,,,,,,34
Aralle-Tabulahan,-2.75,119.25,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Atchin,-16,167.3333333,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 No grammatical marking,"1 Present, no remoteness distinctions",2 No inflectional future,4 No perfect,,,,,,,,36
Athpare,27,87.33333333,Sino-Tibetan,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,3 Obligatory,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,1 Maximal system,,,,,35
Atikamekw,48,-74,Algic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Atakapa,30,-93.5,Atakapa,1 Exclusively concatenative,5 No case,1 monoexponential TAM,5 8-9 categories per word,1 Head marking,4 No marking,5 Inconsistent or other,2 Non-zero marking,,,,,,,,,,6 No gender distinctions,,,2 No person marking,,,,1 Absent,,,,,,,,,2 Tense-aspect suffixes,,,,,,,28
Atacameño,-23,-69,Kunza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Alutiiq,57,-157,Eskimo-Aleut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Atsugewi,40.75,-121,Hokan,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,4 Mixed type,,,,,,,38
Arabic (Tunisian),36.75,10.25,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Grammatical marking,"1 Present, no remoteness distinctions",2 No inflectional future,4 No perfect,,,,,,,4 None,35
Au,-3.583333333,142.0833333,Torricelli,,,,,,,,,,,,,,,,,,"2 3rd person only, but also non-singular",,,3 Pronouns only,9 No case affixes or adpositional clitics,,,,,,,,,,,,5 No tense-aspect inflection,,,,,,,36
Aulua,-16.33333333,167.6666667,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Auslan,-30,145,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Auyana,-6.5,145.75,Trans-New Guinea,,,,,,,,,,,,,,,,,,,,,,,2 Differentiation,,,,,,,,,,,,,,,,,,39
Avar,42.5,46.5,Nakh-Daghestanian,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,2 Differentiation,,1 Absent,,,2 Without marking,1 'And' different from 'with',,,,,2 Tense-aspect suffixes,1 Second singular and second plural,4 Neither type of system,1 Inflectional optative present,,,,31
Avikam,5.166666667,-5.5,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Avokaya,4.666666667,30,Central Sudanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Grammatical marking,"1 Present, no remoteness distinctions",2 No inflectional future,4 No perfect,2 Tense-aspect suffixes,5 No second-person imperatives,,,,,,34
Avatime,6.833333333,0.416666667,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Awa,-6.666666667,145.75,Trans-New Guinea,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,38
Awadhi,27.5,81.5,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Arrernte (Western),-24,132.5,Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,38
Aekyom,-5.75,141.4166667,Awin-Pare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,39
Akwa,10.08333333,6.333333333,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Inflectional optative absent,,,,39
Awngi,10.83333333,36.66666667,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 No grammatical marking,"1 Present, no remoteness distinctions",1 Inflectional future exists,3 Other perfect,,,1 Maximal system,,,,,35
Awa Pit,1.5,-78.25,Barbacoan,1 Exclusively concatenative,1 Monoexponential case,1 monoexponential TAM,5 8-9 categories per word,3 Double marking,2 Dependent marking,5 Inconsistent or other,2 Non-zero marking,3 No productive reduplication,1 No case marking,2 Syncretic,1 None,,3 No inclusive/exclusive,2 'We' the same as 'I',,,6 No gender distinctions,1 No politeness distinction,2 Differentiated,2 No person marking,6 Postpositional clitics,,,,2 Absent,1 No possessive classification,2 Without marking,,1 Grammatical marking,"1 Present, no remoteness distinctions",1 Inflectional future exists,4 No perfect,2 Tense-aspect suffixes,1 Second singular and second plural,4 Neither type of system,2 Inflectional optative absent,2 Overlap for either possibility or necessity,1 No grammatical evidentials,1 Tense,7
Awtuw,-3.583333333,142,Sepik,,,,,2 Dependent marking,2 Dependent marking,2 Dependent-marking,2 Non-zero marking,,,,,,,,,,3 3rd person singular only,,,1 No adpositions,6 Postpositional clitics,1 Identity,,1 Absent,2 Absent,1 No possessive classification,,1 'And' different from 'with',,,,,2 Tense-aspect suffixes,,,,,,,27
Awyi,-2.916666667,140.5833333,Border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Mixed type,,,,,,,39
Akhvakh,42.33333333,46.33333333,Nakh-Daghestanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Anyi,7,-3.5,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Tense-aspect prefixes,,,,,,,39
Aymara (Central),-17,-69,Aymaran,1 Exclusively concatenative,1 Monoexponential case,2 TAM+agreement,5 8-9 categories per word,3 Double marking,3 Double marking,3 Double-marking,2 Non-zero marking,1 Productive full and partial reduplication,1 No case marking,2 Syncretic,,,4 Only inclusive,4 Only inclusive,,,6 No gender distinctions,1 No politeness distinction,,3 Pronouns only,6 Postpositional clitics,1 Identity,,,2 Absent,1 No possessive classification,,,,,,,2 Tense-aspect suffixes,4 Second person number-neutral,1 Maximal system,1 Inflectional optative present,3 No overlap,3 Direct and indirect,4 None,13
Aynu,39.5,76,Altaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Ayomán,11,-69,Jirajaran,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,,,,,,,,39
Ayoreo,-20.25,-59.25,Zamucoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Second singular and second plural,4 Neither type of system,,,,,38
Ayiwo,-10.33333333,166.25,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Azerbaijani,40.5,48.5,Altaic,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,2 Optional,,,,,1 Grammatical marking,"1 Present, no remoteness distinctions",1 Inflectional future exists,3 Other perfect,2 Tense-aspect suffixes,,,1 Inflectional optative present,,,,32
Azari (Iranian),37.5,47,Altaic,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,,,,,,37
Barai,-9.333333333,148.0833333,Trans-New Guinea,,,,,,,,,,,,,,,,,,6 No gender distinctions,,,2 No person marking,1 Case suffixes,,,,2 Absent,1 No possessive classification,,,,,,,2 Tense-aspect suffixes,,,,,1 No grammatical evidentials,,33
Babungo,6.116666667,10.41666667,Niger-Congo,,,,,,,,,,,,5 Five or more,"6 All nouns, always obligatory",,,,1 Identical,"2 3rd person only, but also non-singular",1 No politeness distinction,,2 No person marking,9 No case affixes or adpositional clitics,,,,,,,2 'And' identical to 'with',,,,,,1 Second singular and second plural,,,3 No overlap,,,30
Bachamal,-13.16666667,130.1666667,Anson Bay,,,,,,,,,,,,,,,,,,,,,,6 Postpositional clitics,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,38
Bade,12.83333333,10.5,Afro-Asiatic,,,,,,,,,,,,,,,,2 Two-way contrast,2 Different stem,,,,,,,,,,,,,,,,,,,,,,,,38
Baré,1,-67,Arawakan,,,,,,,,,,,,,"4 All nouns, always optional",,,,,,,,,1 Case suffixes,,,1 Absent,,,2 Without marking,,,,,,2 Tense-aspect suffixes,4 Second person number-neutral,,,,,,34
Bafut,6.25,9.916666667,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Bagirmi,11.66666667,16,Central Sudanic,1 Exclusively concatenative,5 No case,2 TAM+agreement,4 6-7 categories per word,1 Head marking,4 No marking,5 Inconsistent or other,2 Non-zero marking,2 Full reduplication only,1 No case marking,2 Syncretic,1 None,"6 All nouns, always obligatory",3 No inclusive/exclusive,1 No person marking,,,6 No gender distinctions,1 No politeness distinction,1 Identical,3 Pronouns only,9 No case affixes or adpositional clitics,2 Differentiation,,,2 Absent,1 No possessive classification,,,1 Grammatical marking,4 No past tense,2 No inflectional future,4 No perfect,4 Mixed type,5 No second-person imperatives,4 Neither type of system,2 Inflectional optative absent,,,4 None,8
Xiriana,2.666666667,-62.5,Arawakan,,,,,,,,,,,,,,,,,,,,,,,2 Differentiation,,,,,,,,,,,,,,,,,,39
Bai,26,100,Sino-Tibetan,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,5 No tense-aspect inflection,,,,,,,38
Bajau (Sama),-4.333333333,123,Austronesian,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Baka (in Cameroon),2.583333333,13.58333333,Niger-Congo,,,,,,,,,,,,,"4 All nouns, always optional",,,2 Two-way contrast,2 Different stem,,,,,,1 Identity,,,,,,,,,,,,,,,,,,36
Balinese,-8.333333333,115.25,Austronesian,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,,,2 Marked by reduplication,2 Optional,,,5 Marked by preceding word,,,,,,,,,,2 Overlap for either possibility or necessity,,,35
Bambara,12.5,-7.5,Mande,,,,,,,,,,1 No case marking,1 No subject person/number marking,,,3 No inclusive/exclusive,1 No person marking,,,6 No gender distinctions,1 No politeness distinction,,2 No person marking,,3 Mixed,,,,,,1 'And' different from 'with',,,,,2 Tense-aspect suffixes,1 Second singular and second plural,3 Both types of system,2 Inflectional optative absent,2 Overlap for either possibility or necessity,,,26
Bana,10.41666667,13.58333333,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Bao'an,35.75,102.8333333,Altaic,,,,,,,,,,,,,"6 All nouns, always obligatory",,,,,,,,,6 Postpositional clitics,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,37
Baure,-13.08333333,-64.16666667,Arawakan,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,2 Indirect only,,37
Bari,5,31.66666667,Eastern Sudanic,,,,,,,,,,,,,,,,,,6 No gender distinctions,,,2 No person marking,9 No case affixes or adpositional clitics,1 Identity,,,,,,2 'And' identical to 'with',2 No grammatical marking,"1 Present, no remoteness distinctions",2 No inflectional future,3 Other perfect,1 Tense-aspect prefixes,,,,,,,30
Basaá,3.916666667,10.5,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Batak,10.25,119.0833333,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,7 Marked by mixed or other strategies,,,,,,,,,,,,,,,,,39
Bau,-5.25,145.6166667,Trans-New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,39
Bawm,22.5,92.25,Sino-Tibetan,,,,,,,,,,4 No syncretism,3 Not syncretic,1 None,"4 All nouns, always optional",3 No inclusive/exclusive,1 No person marking,,,6 No gender distinctions,,,2 No person marking,9 No case affixes or adpositional clitics,,,,,,,,,,,,5 No tense-aspect inflection,5 No second-person imperatives,2 Minimal system,2 Inflectional optative absent,2 Overlap for either possibility or necessity,1 No grammatical evidentials,,25
Bobo Madaré (Northern),12.41666667,-4.333333333,Mande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Babole,1.083333333,17.25,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Mixed type,,,,,,,39
Bambam,-3.083333333,119.0833333,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Barambu,3.5,27,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Tense-aspect prefixes,,,,,,,39
Bininj Gun-Wok,-12.5,133.75,Gunwinyguan,1 Exclusively concatenative,5 No case,1 monoexponential TAM,,1 Head marking,2 Dependent marking,5 Inconsistent or other,2 Non-zero marking,,,,4 Four,"2 Only human nouns, optional",,,,,,,,,1 Case suffixes,,,,,,,,,,,,4 Mixed type,1 Second singular and second plural,,,,,,28
Bandjalang (Casino),-28.91666667,153,Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Berber (Chaouia),35,7,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Bella Coola,52.5,-126.6666667,Salishan,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,2 Indirect only,,36
Berbice Dutch Creole,5.333333333,-58,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Badaga,11.66666667,76.75,Dravidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Budukh,41.16666667,48.41666667,Nakh-Daghestanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Second singular and second plural,,,,1 No grammatical evidentials,,38
Badimaya,-27.66666667,118,Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,39
Budu,2,28,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,4 Mixed type,,,,,,,38
Baham,-3.166666667,132.6666667,West Bomberai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Benabena,-6.166666667,145.5,Trans-New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 No grammatical evidentials,,39
Bengali (Chittagong),22.33333333,91.83333333,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Beembe,-3.916666667,14.08333333,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Begak-Ida'an,5.25,118.8333333,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,1 No distributive numerals,2 Optional,,,,,,,,,,,,,,,,38
Beja,18,36,Afro-Asiatic,6 Ablaut/concatenative,1 Monoexponential case,1 monoexponential TAM,3 4-5 categories per word,2 Dependent marking,2 Dependent marking,2 Dependent-marking,2 Non-zero marking,1 Productive full and partial reduplication,1 No case marking,2 Syncretic,2 Two,,3 No inclusive/exclusive,3 No inclusive/exclusive,,,1 In 3rd person + 1st and/or 2nd person,,,2 No person marking,1 Case suffixes,,,,2 Absent,1 No possessive classification,,1 'And' different from 'with',1 Grammatical marking,"1 Present, no remoteness distinctions",2 No inflectional future,3 Other perfect,2 Tense-aspect suffixes,1 Second singular and second plural,,,,2 Indirect only,,13
Belhare,26.96666667,87.3,Sino-Tibetan,1 Exclusively concatenative,1 Monoexponential case,1 monoexponential TAM,4 6-7 categories per word,3 Double marking,3 Double marking,3 Double-marking,2 Non-zero marking,,,,,"5 All nouns, optional in inanimates",,,2 Two-way contrast,,,,,,1 Case suffixes,,,3 Obligatory,1 Exists,1 No possessive classification,4 Marked by suffix,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,,,,,,23
Bemba,-10,28.25,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Tense-aspect prefixes,1 Second singular and second plural,4 Neither type of system,2 Inflectional optative absent,,,,36
